pair_id,question,error_family,truthful_sample_id,hallucinated_sample_id,truthful_answer,hallucinated_answer,delta_norm,base_id,atlas_pca1,atlas_pca2,atlas_umap1,atlas_umap2,own_family_projection_energy,best_other_projection_energy,projection_margin,proj_causal_substitution,proj_definition_substitution,proj_entity_swap,proj_numeric_distortion,proj_role_inversion
b01_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b01_causal_substitution,hallucinated_b01_causal_substitution,"In this case, mercury is the planet closest to the Sun. It has the shortest orbital period in the Solar System.","In this case, mercury is the planet closest to the Sun because it has the brightest clouds. It has the shortest orbital period in the Solar System.",0.4367680847644806,b01,0.049321644,0.5559289,3.3768501,-1.2244682,0.21220676600933075,0.11705048382282257,0.09515628218650818,0.21220676600933075,0.02935609593987465,0.05059640109539032,0.11705048382282257,0.08350896090269089
b01_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b01_definition_substitution,hallucinated_b01_definition_substitution,A concise response would be that mercury is the planet closest to the Sun. It has the shortest orbital period in the Solar System.,A concise response would be that mercury is the star closest to the Sun. It has the shortest orbital period in the Solar System.,0.272483766078949,b01,0.41428453,-0.33825445,5.7405853,5.6443872,0.020397020503878593,0.11340738832950592,-0.09301036782562733,0.061004992574453354,0.020397020503878593,0.07772726565599442,0.11340738832950592,0.0704229399561882
b01_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b01_entity_swap,hallucinated_b01_entity_swap,Mercury is the planet closest to the Sun. It has the shortest orbital period in the Solar System.,Venus is the planet closest to the Sun. It has the shortest orbital period in the Solar System.,0.6653795838356018,b01,1.5680176,-0.44176298,8.523897,7.3627357,0.2029523104429245,0.04445475712418556,0.15849755331873894,0.02819724753499031,0.026282044127583504,0.2029523104429245,0.043510302901268005,0.04445475712418556
b01_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b01_numeric_distortion,hallucinated_b01_numeric_distortion,The short answer is: Mercury is the planet closest to the Sun. It has the shortest orbital period in the Solar System.,The short answer is: Mercury is the second planet closest to the Sun. It has the shortest orbital period in the Solar System.,0.1962934136390686,b01,-0.351903,-0.1526903,2.5621953,1.8576196,0.10901705175638199,0.15219832956790924,-0.04318127781152725,0.07683465629816055,0.006968634203076363,0.02758551947772503,0.10901705175638199,0.15219832956790924
b01_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b01_role_inversion,hallucinated_b01_role_inversion,The relevant fact is that mercury is the planet closest to the Sun. It has the shortest orbital period in the Solar System.,The relevant fact is that the Sun is the object closest to Mercury rather than Mercury being the planet closest to the Sun. It has the shortest orbital period in the Solar System.,0.2507108747959137,b01,-0.047949374,-0.22123487,2.5566025,3.3453028,0.1479487270116806,0.08714792132377625,0.06080080568790436,0.05716946721076965,0.0077966307289898396,0.059544581919908524,0.08714792132377625,0.1479487270116806
b02_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b02_causal_substitution,hallucinated_b02_causal_substitution,The relevant fact is that the heart is the organ that pumps blood through the human body. Its contractions drive circulation through the vascular system.,The relevant fact is that the heart is the organ that pumps blood through the human body because it stores oxygen like a reservoir. Its contractions drive circulation through the vascular system.,0.25112250447273254,b02,-0.872938,0.28173074,1.9190664,0.17155075,0.12117484211921692,0.228323295712471,-0.10714845359325409,0.12117484211921692,0.05212351679801941,0.019129496067762375,0.11423929035663605,0.228323295712471
b02_definition_substitution,Evaluate the short factual answer below for the given knowledge item.,definition_substitution,truthful_b02_definition_substitution,hallucinated_b02_definition_substitution,"In this case, the heart is the organ that pumps blood through the human body. Its contractions drive circulation through the vascular system.","In this case, the heart is the gland that pumps blood through the human body. Its contractions drive circulation through the vascular system.",0.24104857444763184,b02,-0.11822945,-0.4284706,2.5964575,3.0698924,0.027090169489383698,0.14779417216777802,-0.12070400267839432,0.031192602589726448,0.027090169489383698,0.05995435640215874,0.11645738035440445,0.14779417216777802
b02_entity_swap,Evaluate the short factual answer below for the given knowledge item.,entity_swap,truthful_b02_entity_swap,hallucinated_b02_entity_swap,The short answer is: The heart is the organ that pumps blood through the human body. Its contractions drive circulation through the vascular system.,The short answer is: The liver is the organ that pumps blood through the human body. Its contractions drive circulation through the vascular system.,0.6170546412467957,b02,0.27442378,-0.30860788,5.0850434,5.655242,0.04979797825217247,0.08747335523366928,-0.03767537698149681,0.030622776597738266,0.015707653015851974,0.04979797825217247,0.08586262911558151,0.08747335523366928
b02_numeric_distortion,Evaluate the short factual answer below for the given knowledge item.,numeric_distortion,truthful_b02_numeric_distortion,hallucinated_b02_numeric_distortion,A concise response would be that the heart is the organ that pumps blood through the human body. Its contractions drive circulation through the vascular system.,A concise response would be that the heart is the organ that pumps blood through the human body's three main chambers. Its contractions drive circulation through the vascular system.,0.348931223154068,b02,-1.5751042,-1.9892664,-1.0678968,2.1234028,0.4740866720676422,0.13874997198581696,0.33533670008182526,0.06963004916906357,0.021097049117088318,0.02469733916223049,0.4740866720676422,0.13874997198581696
b02_role_inversion,Evaluate the short factual answer below for the given knowledge item.,role_inversion,truthful_b02_role_inversion,hallucinated_b02_role_inversion,Briefly: the heart is the organ that pumps blood through the human body. Its contractions drive circulation through the vascular system.,Briefly: blood pumps the heart through the human body rather than the heart pumping blood through the body. Its contractions drive circulation through the vascular system.,0.551349937915802,b02,-0.14384817,-0.05500185,5.2674007,3.8060977,0.08237890899181366,0.13239087164402008,-0.05001196265220642,0.08603629469871521,0.03738316521048546,0.007096270564943552,0.13239087164402008,0.08237890899181366
b03_causal_substitution,Evaluate the short factual answer below for the given knowledge item.,causal_substitution,truthful_b03_causal_substitution,hallucinated_b03_causal_substitution,Briefly: gold has the chemical symbol Au. The abbreviation comes from the Latin word aurum.,Briefly: gold has the chemical symbol Au because its atoms are heavier than silver. The abbreviation comes from the Latin word aurum.,0.32151472568511963,b03,-0.5135707,0.23934658,2.605945,0.4976798,0.13044190406799316,0.15253907442092896,-0.02209717035293579,0.13044190406799316,0.05904403701424599,0.019441381096839905,0.13543854653835297,0.15253907442092896
